path,true_label,pred_label,probability,error_type,confidence_margin
data/raw/chest_xray/test/NORMAL/test_normal_00197.jpeg,Normal,Pneumonia,0.6528,FP,0.1528
data/raw/chest_xray/test/NORMAL/test_normal_00198.jpeg,Normal,Pneumonia,0.8024,FP,0.3024
data/raw/chest_xray/test/NORMAL/test_normal_00200.jpeg,Normal,Pneumonia,0.9048,FP,0.4048
data/raw/chest_xray/test/NORMAL/test_normal_00205.jpeg,Normal,Pneumonia,0.5457,FP,0.0457
data/raw/chest_xray/test/NORMAL/test_normal_00209.jpeg,Normal,Pneumonia,0.725,FP,0.225
data/raw/chest_xray/test/NORMAL/test_normal_00217.jpeg,Normal,Pneumonia,0.5501,FP,0.0501
data/raw/chest_xray/test/NORMAL/test_normal_00221.jpeg,Normal,Pneumonia,0.7295,FP,0.2295
data/raw/chest_xray/test/NORMAL/test_normal_00222.jpeg,Normal,Pneumonia,0.5122,FP,0.0122
data/raw/chest_xray/test/NORMAL/test_normal_00226.jpeg,Normal,Pneumonia,0.9568,FP,0.4568
data/raw/chest_xray/test/NORMAL/test_normal_00228.jpeg,Normal,Pneumonia,0.8103,FP,0.3103
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00391.jpeg,Pneumonia,Normal,0.0416,FN,0.4584
